Image1,Image2,KeyPoint1_X,KeyPoint1_Y,KeyPoint2_X,KeyPoint2_Y
640px-thumb.jpg,BlaineHouse1.JPG,16.960052490234375,258.9082946777344,44.3718376159668,507.6354675292969
640px-thumb.jpg,BlaineHouse1.JPG,46.8752555847168,489.33563232421875,282.4256896972656,519.3973388671875
640px-thumb.jpg,BlaineHouse1.JPG,93.76335906982422,444.1760559082031,83.01333618164062,310.51031494140625
640px-thumb.jpg,BlaineHouse1.JPG,257.6624755859375,532.9781494140625,563.85400390625,580.9118041992188
640px-thumb.jpg,BlaineHouse1.JPG,284.20965576171875,536.1538696289062,421.5474548339844,442.5534973144531
640px-thumb.jpg,BlaineHouse1.JPG,292.0407409667969,376.8263244628906,419.72357177734375,300.59600830078125
640px-thumb.jpg,BlaineHouse1.JPG,324.43951416015625,279.4361572265625,611.9669799804688,253.93707275390625
640px-thumb.jpg,BlaineHouse1.JPG,326.4674377441406,291.6751403808594,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,326.90057373046875,284.0309753417969,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,327.31402587890625,265.7209167480469,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,327.4344482421875,261.841064453125,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,331.680908203125,274.46197509765625,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,331.9127197265625,270.7442321777344,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,332.0445251464844,266.97283935546875,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,332.078369140625,263.2867126464844,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,334.44781494140625,330.2815856933594,334.1956481933594,228.0462646484375
640px-thumb.jpg,BlaineHouse1.JPG,342.1387023925781,346.0490417480469,23.695796966552734,390.8916320800781
640px-thumb.jpg,BlaineHouse1.JPG,372.6917419433594,284.0105895996094,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,372.86419677734375,279.59619140625,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,381.9179992675781,182.93612670898438,316.0345764160156,167.30213928222656
640px-thumb.jpg,BlaineHouse1.JPG,383.0523376464844,236.57862854003906,373.58648681640625,405.85638427734375
640px-thumb.jpg,BlaineHouse1.JPG,400.2093811035156,118.99181365966797,305.4537658691406,185.9685821533203
640px-thumb.jpg,BlaineHouse1.JPG,405.4302673339844,405.9092102050781,563.7562255859375,226.96548461914062
640px-thumb.jpg,BlaineHouse1.JPG,415.082275390625,596.735107421875,758.4898071289062,368.3881530761719
640px-thumb.jpg,BlaineHouse1.JPG,416.8118591308594,100.09563446044922,383.44293212890625,365.7894287109375
640px-thumb.jpg,BlaineHouse1.JPG,451.1049499511719,115.17835998535156,694.8756103515625,462.37396240234375
640px-thumb.jpg,BlaineHouse1.JPG,452.3983459472656,206.33078002929688,698.6210327148438,445.1430969238281
640px-thumb.jpg,BlaineHouse1.JPG,476.1175231933594,362.8589172363281,458.0245666503906,284.93621826171875
640px-thumb.jpg,BlaineHouse1.JPG,478.8450012207031,366.8247985839844,462.4009094238281,372.9950256347656
640px-thumb.jpg,BlaineHouse1.JPG,526.3779296875,361.1036376953125,462.4009094238281,372.9950256347656
640px-thumb.jpg,BlaineHouse1.JPG,551.89306640625,219.81150817871094,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,551.9819946289062,225.4680938720703,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,551.9962768554688,231.4257354736328,553.6107788085938,314.4430847167969
640px-thumb.jpg,BlaineHouse1.JPG,629.5362548828125,566.963623046875,96.53118896484375,516.9739379882812
640px-thumb.jpg,BlaineHouse1.JPG,657.467529296875,480.085693359375,102.6844711303711,448.09625244140625
640px-thumb.jpg,BlaineHouse1.JPG,742.9075317382812,346.5578918457031,635.6494750976562,389.9184875488281
640px-thumb.jpg,BlaineHouse1.JPG,753.0942993164062,49.02296829223633,383.44293212890625,365.7894287109375
640px-thumb.jpg,BlaineHouse1.JPG,760.0392456054688,45.40275955200195,383.44293212890625,365.7894287109375
640px-thumb.jpg,"Blaine_House_at_Augusta,_ME_IMG_2041.JPG",36.09149169921875,455.82452392578125,188.55856323242188,501.2819519042969
640px-thumb.jpg,"Blaine_House_at_Augusta,_ME_IMG_2041.JPG",50.54050064086914,497.1209716796875,497.0591125488281,450.88720703125
640px-thumb.jpg,"Blaine_House_at_Augusta,_ME_IMG_2041.JPG",71.84525299072266,427.5396728515625,94.38258361816406,468.4098815917969
640px-thumb.jpg,"Blaine_House_at_Augusta,_ME_IMG_2041.JPG",300.1106872558594,290.38787841796875,484.9053955078125,248.1631622314453
640px-thumb.jpg,"Blaine_House_at_Augusta,_ME_IMG_2041.JPG",321.70587158203125,301.9099426269531,639.9189453125,271.90655517578125
