Image1,Image2,KeyPoint1_X,KeyPoint1_Y,KeyPoint2_X,KeyPoint2_Y,Width1,Height1,Width2,Height2
pic.0307.jpg,pic.0308.jpg,7.468110084533691,341.226318359375,349.9122009277344,269.9366455078125,800,640,800,640
pic.0307.jpg,pic.0308.jpg,8.839106559753418,241.85545349121094,590.5159301757812,228.99179077148438,800,640,800,640
pic.0307.jpg,pic.0308.jpg,12.463740348815918,318.2845458984375,574.8430786132812,246.95936584472656,800,640,800,640
pic.0307.jpg,pic.0308.jpg,14.295599937438965,459.41290283203125,481.6604919433594,566.0100708007812,800,640,800,640
pic.0307.jpg,pic.0308.jpg,14.785018920898438,325.7781677246094,246.1262664794922,427.7222595214844,800,640,800,640
pic.0307.jpg,pic.0308.jpg,15.501315116882324,238.67506408691406,397.5630187988281,280.5987854003906,800,640,800,640
pic.0307.jpg,pic.0308.jpg,16.538986206054688,311.4233093261719,583.537353515625,262.4399108886719,800,640,800,640
pic.0307.jpg,pic.0308.jpg,22.892919540405273,428.8041687011719,381.4356384277344,6.257562637329102,800,640,800,640
pic.0307.jpg,pic.0308.jpg,25.56031608581543,371.12054443359375,328.4386901855469,265.4441223144531,800,640,800,640
pic.0307.jpg,pic.0308.jpg,25.6175479888916,285.1413269042969,583.537353515625,262.4399108886719,800,640,800,640
pic.0307.jpg,pic.0308.jpg,25.6175479888916,285.1413269042969,583.537353515625,262.4399108886719,800,640,800,640
pic.0307.jpg,pic.0308.jpg,25.89594078063965,462.41497802734375,231.37281799316406,126.88431549072266,800,640,800,640
pic.0307.jpg,pic.0308.jpg,30.47328758239746,257.85858154296875,328.4386901855469,265.4441223144531,800,640,800,640
pic.0307.jpg,pic.0308.jpg,30.519060134887695,235.2882843017578,328.4386901855469,265.4441223144531,800,640,800,640
pic.0307.jpg,pic.0308.jpg,32.398536682128906,253.2366485595703,604.9058227539062,212.43768310546875,800,640,800,640
